Columna 1,Columna 2,Columna 3,Columna 4,Columna 5,Columna 6,Columna 7,Columna 8,Columna 9,Columna 10,Columna 11,Columna 12,Columna 13,Columna 14,Columna 15
98090629Normal,L06-4,Non,127.64999999999999,3,9.58,4.58,3,37517,37528,PARaguay,Asunción,PA,,
98090630Normal,L06-3,Non,42.55,1,6.65,4.65,2,37517,37532,BRAsil,Rio,BR,,
98090627Normal,C11-5,Non,32.61,1,9.61,4.61,3,37518,37535,PARaguay,Asunción,PA,,
98090628Normal,L02-4,Non,120.60000000000001,3,8.36,6.36,2,37518,37535,ARGentina,Rosario,AR,,
98090625Normal,L06-4,Balck Fraday,63.824999999999996,2,5.33,4.33,2,37518,37536,VENezuela,Caracas,VE,,
98090626Devolución,L06-7,Special Day,55.315,2,7.25,3.25,1,37518,37527,URUguay,Montevideo,UR,,
98090622Normal,B06-1,Special Day,98.202,3,8.99,3.99,2,37519,37531,República DOminiCana,Santo Domingo,RD,,
98090621Normal,CC01-3,Day Off Full,44.6505,1,5.84,5.84,2,37519,37535,República DOminiCana,Santo Domingo,RD,,
98090623Normal,L04-5,Cyber Monday,72.240000000000009,3,9.12,5.12,3,37519,37526,PERú,Lima,PE,,
98090624Normal,L07-4,Cyber Monday,30.312,1,9.68,3.68,2,37519,37529,VENezuela,Caracas,VE,,
98090620Normal,CC01-7,Balck Fraday,78.795,2,5.14,6.14,2,37520,37533,PARaguay,Asunción,PA,,
98090618Normal,CC02-4,Non,80.16,3,9.25,4.25,3,37520,37527,VENezuela,Caracas,VE,,
98090619Normal,L05-2,Cyber Monday,32.44,1,8.33,6.33,3,37520,37537,PARaguay,Asunción,PA,,
98090614Devolución,B01-4,Non,50.12,1,9.61,4.61,2,37521,37540,República DOminiCana,Santo Domingo,RD,,
98090617Normal,CC01-1,Non,157.59,3,9.12,6.12,3,37521,37529,PERú,Lima,PE,,
98090615Normal,L02-3,Non,120.60000000000001,3,6.9,5.9,2,37521,37538,República DOminiCana,Santo Domingo,RD,,
98090616Normal,L05-7,Non,121.64999999999999,3,8.89,4.89,1,37521,37538,ARGentina,Rosario,AR,,
98090612Normal,CB01-1,Non,666.08999999999992,3,5.25,4.25,3,37522,37538,ARGentina,Rosario,AR,,
98090610Normal,CC02-1,Cyber Monday,64.128,3,10,4,1,37522,37539,PERú,Lima,PE,,
98090609Normal,L01-6,Non,30.75,1,7.68,3.68,3,37522,37541,BRAsil,Rio,BR,,
98090611Normal,L01-7,Day Off Full,26.1375,1,5.45,3.45,2,37522,37529,URUguay,Montevideo,UR,,
98090613Normal,L06-5,Balck Fraday,31.912499999999998,1,7.25,3.25,2,37522,37534,BRAsil,Rio,BR,,
98090608Normal,C14-2,Non,39.61,1,8,6,3,37523,37539,PERú,Lima,PE,,
98090607Devolución,CB01-4,Cyber Monday,355.248,2,8.73,4.73,1,37523,37532,ECUador,Quito,EC,,
98090602Devolución,CC02-6,Cyber Monday,21.376,1,5.45,4.45,1,37523,37530,República DOminiCana,Santo Domingo,RD,,
98090601Normal,L01-2,Non,61.5,2,10,3,3,37523,37531,PARaguay,Asunción,PA,,
98090600Devolución,L02-2,Day Off Full,102.51,3,9.84,4.84,2,37523,37541,CHIle,Viña del Mar,CH,,
98090606Normal,L02-6,Non,80.4,2,9.73,6.73,2,37523,37541,ARGentina,Rosario,AR,,
98090604Normal,L03-5,Cyber Monday,71.976,3,5.9,4.9,2,37523,37530,BRAsil,Rio,BR,,
98090605Devolución,L04-3,Non,90.300000000000011,3,9.68,6.68,2,37523,37537,PARaguay,Asunción,PA,,
98090603Normal,L05-2,Cyber Monday,64.88,2,8.86,3.86,3,37523,37535,URUguay,Montevideo,UR,,
98090599Normal,CC02-3,Cyber Monday,21.376,1,7.55,5.55,2,37524,37538,PARaguay,Asunción,PA,,
98090598Normal,L01-3,Cyber Monday,24.6,1,6.68,4.68,3,37524,37540,BRAsil,Rio,BR,,
98090597Normal,L02-3,Non,120.60000000000001,3,8.2,6.2,2,37524,37533,CHIle,Viña del Mar,CH,,
98090587Normal,CB01-6,Non,666.08999999999992,3,5.1,3.1,2,37525,37541,PARaguay,Asunción,PA,,
98090589Normal,CB01-7,Cyber Monday,177.624,1,8.84,6.84,2,37525,37533,PARaguay,Asunción,PA,,
98090591Devolución,CB01-6,Balck Fraday,166.52249999999998,1,5.61,4.61,3,37525,37534,CHIle,Viña del Mar,CH,,
98090594Normal,CB01-7,Non,444.05999999999995,2,5.88,4.88,1,37525,37537,URUguay,Montevideo,UR,,
98090588Normal,CC01-6,Non,52.53,1,8.36,4.36,2,37525,37541,BRAsil,Rio,BR,,
98090590Normal,CC01-7,Cyber Monday,42.024,1,6.65,6.65,1,37525,37540,BRAsil,Rio,BR,,
98090592Normal,CC01-3,Balck Fraday,39.3975,1,6.61,4.61,2,37525,37532,ARGentina,Rosario,AR,,
98090593Normal,CC01-6,Cyber Monday,126.072,3,8.65,5.65,1,37525,37537,PERú,Lima,PE,,
98090595Normal,L03-6,Cyber Monday,71.976,3,6.45,3.45,1,37525,37533,República DOminiCana,Santo Domingo,RD,,
98090596Normal,L04-4,Cyber Monday,48.160000000000004,2,5.86,6.86,2,37525,37533,República DOminiCana,Santo Domingo,RD,,
98090586Normal,B01-1,Non,50.12,1,6.36,4.36,3,37527,37547,VENezuela,Caracas,VE,,
98090584Normal,CB01-5,Non,666.08999999999992,3,6.25,5.25,3,37527,37545,República DOminiCana,Santo Domingo,RD,,
98090585Normal,L07-7,Non,37.89,1,7,3,3,37527,37535,ARGentina,Rosario,AR,,
98090580Normal,B05-5,Day Off Full,86.10499999999999,2,5.45,4.45,2,37528,37542,ECUador,Quito,EC,,
98090583Normal,CC02-2,Non,26.72,1,6,4,2,37528,37536,URUguay,Montevideo,UR,,
98090581Normal,L02-2,Non,120.60000000000001,3,6.58,5.58,1,37528,37541,PARaguay,Asunción,PA,,
98090582Normal,L02-3,Non,120.60000000000001,3,6,4,1,37528,37545,BRAsil,Rio,BR,,
98090578Normal,C12-2,Non,89.52,3,6.12,6.12,1,37529,37544,PARaguay,Asunción,PA,,
98090579Normal,L07-1,Non,75.78,2,6.58,6.58,1,37529,37548,ARGentina,Rosario,AR,,
98090577Normal,B01-3,Cyber Monday,40.096000000000004,1,9.65,4.65,1,37530,37542,ARGentina,Rosario,AR,,
98090576Normal,L01-3,Cyber Monday,24.6,1,9.12,5.12,2,37530,37545,PERú,Lima,PE,,
98090574Normal,L02-1,Cyber Monday,64.320000000000007,2,8.68,6.68,2,37531,37538,VENezuela,Caracas,VE,,
98090575Normal,L04-4,Cyber Monday,24.080000000000002,1,6,6,3,37531,37549,PERú,Lima,PE,,
98090573Normal,L07-2,Cyber Monday,30.312,1,8,3,1,37531,37546,PERú,Lima,PE,,
98090569Normal,C11-3,Non,32.61,1,9.99,6.99,1,37532,37548,PERú,Lima,PE,,
98090570Normal,CC01-5,Non,157.59,3,5.58,5.58,2,37532,37550,República DOminiCana,Santo Domingo,RD,,
98090568Devolución,CC02-4,Cyber Monday,21.376,1,9.99,4.99,3,37532,37552,CHIle,Viña del Mar,CH,,
98090565Normal,L02-6,Non,40.2,1,6.61,3.61,2,37532,37540,República DOminiCana,Santo Domingo,RD,,
98090564Normal,L03-7,Day Off Full,76.474499999999992,3,5,5,1,37532,37545,PERú,Lima,PE,,
98090571Normal,L03-4,Cyber Monday,23.992,1,6.22,6.22,2,37532,37539,URUguay,Montevideo,UR,,
98090567Devolución,L04-1,Cyber Monday,24.080000000000002,1,5.58,4.58,1,37532,37543,CHIle,Viña del Mar,CH,,
98090572Devolución,L05-6,Non,121.64999999999999,3,8.61,3.61,3,37532,37552,ECUador,Quito,EC,,
98090566Normal,L07-1,Balck Fraday,56.835,2,6.58,4.58,3,37532,37551,URUguay,Montevideo,UR,,
98090563Normal,CC01-6,Non,157.59,3,7.14,6.14,2,37533,37550,República DOminiCana,Santo Domingo,RD,,
98090562Normal,L02-5,Non,120.60000000000001,3,7.45,3.45,3,37533,37546,CHIle,Viña del Mar,CH,,
98090561Devolución,CB01-2,Cyber Monday,532.872,3,6.65,3.65,1,37534,37551,República DOminiCana,Santo Domingo,RD,,
98090559Normal,L04-4,Non,90.300000000000011,3,5.86,4.86,1,37534,37551,PERú,Lima,PE,,
98090560Normal,L05-5,Day Off Full,68.934999999999988,2,5.84,3.84,1,37534,37549,República DOminiCana,Santo Domingo,RD,,
98090558Devolución,CB01-6,Non,222.02999999999997,1,8.75,4.75,1,37535,37554,ARGentina,Rosario,AR,,
98090557Normal,CC02-2,Non,26.72,1,6,5,1,37535,37545,PARaguay,Asunción,PA,,
98090552Normal,CB01-5,Non,444.05999999999995,2,9.12,5.12,1,37536,37550,ARGentina,Rosario,AR,,
98090555Normal,CB01-6,Non,666.08999999999992,3,8.12,4.12,2,37536,37546,BRAsil,Rio,BR,,
98090553Normal,CC02-1,Non,80.16,3,7.99,6.99,3,37536,37545,BRAsil,Rio,BR,,
98090556Normal,CC02-4,Non,53.44,2,8.73,3.73,1,37536,37553,República DOminiCana,Santo Domingo,RD,,
98090554Devolución,L05-7,Cyber Monday,97.32,3,7,7,2,37536,37556,PERú,Lima,PE,,
98090551Normal,CC01-1,Non,157.59,3,8.84,6.84,3,37537,37546,CHIle,Viña del Mar,CH,,
98090550Devolución,C12-1,Balck Fraday,67.14,3,9.33,5.33,1,37538,37546,República DOminiCana,Santo Domingo,RD,,
98090545Devolución,CB01-4,Non,222.02999999999997,1,8.9,6.9,2,37538,37548,ARGentina,Rosario,AR,,
98090547Normal,CB01-3,Day Off Full,377.45099999999996,2,8.99,4.99,1,37538,37553,BRAsil,Rio,BR,,
98090549Devolución,CC01-3,Non,105.06,2,8.58,3.58,1,37538,37554,ECUador,Quito,EC,,
98090548Devolución,L02-5,Special Day,26.130000000000003,1,9.1,3.1,3,37538,37557,ECUador,Quito,EC,,
98090546Normal,L05-6,Day Off Full,103.40249999999999,3,8.75,6.75,3,37538,37558,República DOminiCana,Santo Domingo,RD,,
98090542Normal,CB01-2,Cyber Monday,532.872,3,6.88,5.88,2,37539,37556,PARaguay,Asunción,PA,,
98090543Normal,CB01-6,Day Off Full,188.72549999999998,1,6.33,4.33,1,37539,37548,PARaguay,Asunción,PA,,
98090544Normal,CC01-4,Cyber Monday,84.048,2,9.88,5.88,2,37539,37547,VENezuela,Caracas,VE,,
98090537Normal,C14-4,Non,118.83,3,9.61,3.61,3,37540,37558,ECUador,Quito,EC,,
98090539Normal,CB01-5,Non,444.05999999999995,2,6.2,6.2,1,37540,37559,PERú,Lima,PE,,
98090540Normal,CB01-2,Cyber Monday,355.248,2,9,3,1,37540,37554,República DOminiCana,Santo Domingo,RD,,
98090541Normal,L02-2,Special Day,52.260000000000005,2,6.99,3.99,3,37540,37555,PERú,Lima,PE,,
98090538Normal,L03-7,Non,89.97,3,8.14,6.14,3,37540,37553,BRAsil,Rio,BR,,
98090534Normal,C14-6,Non,79.22,2,7.55,4.55,3,37541,37549,CHIle,Viña del Mar,CH,,
98090535Normal,CC01-5,Cyber Monday,84.048,2,5.25,6.25,3,37541,37558,BRAsil,Rio,BR,,
98090536Normal,L05-7,Non,40.55,1,9.9,6.9,3,37541,37561,ECUador,Quito,EC,,
98090531Normal,CC01-7,Non,105.06,2,7.22,3.22,3,37543,37556,VENezuela,Caracas,VE,,
98090533Devolución,L01-6,Cyber Monday,73.8,3,5.58,6.58,1,37543,37554,República DOminiCana,Santo Domingo,RD,,
98090532Normal,L06-3,Special Day,55.315,2,9.14,6.14,3,37543,37553,VENezuela,Caracas,VE,,
98090529Normal,CB01-3,Cyber Monday,177.624,1,5.55,4.55,2,37544,37561,PARaguay,Asunción,PA,,
98090528Devolución,CC02-3,Cyber Monday,42.752,2,8.36,4.36,1,37544,37562,ECUador,Quito,EC,,
98090530Normal,L04-6,Cyber Monday,72.240000000000009,3,6.12,5.12,1,37544,37558,URUguay,Montevideo,UR,,
98090523Normal,CB01-5,Cyber Monday,532.872,3,9.58,4.58,3,37545,37563,URUguay,Montevideo,UR,,
98090524Normal,CB01-7,Balck Fraday,333.04499999999996,2,8.12,4.12,2,37545,37560,República DOminiCana,Santo Domingo,RD,,
98090527Normal,CC02-2,Non,53.44,2,5.73,3.73,1,37545,37555,VENezuela,Caracas,VE,,
98090526Devolución,L02-3,Cyber Monday,32.160000000000004,1,7.89,4.89,2,37545,37558,VENezuela,Caracas,VE,,
98090522Normal,L03-7,Non,89.97,3,6.99,6.99,2,37545,37562,PARaguay,Asunción,PA,,
98090525Normal,L05-4,Non,81.1,2,7.68,6.68,2,37545,37557,ECUador,Quito,EC,,
98090521Normal,CC02-1,Special Day,34.736,2,6.33,6.33,1,37546,37562,BRAsil,Rio,BR,,
98090520Normal,L06-6,Non,85.1,2,7.9,3.9,3,37546,37562,VENezuela,Caracas,VE,,
98090517Devolución,C11-2,Non,97.83,3,7.99,6.99,2,37547,37560,ARGentina,Rosario,AR,,
98090516Normal,CB01-5,Cyber Monday,177.624,1,9,3,3,37547,37567,URUguay,Montevideo,UR,,
98090519Normal,L02-4,Cyber Monday,64.320000000000007,2,7.61,6.61,3,37547,37557,PERú,Lima,PE,,
98090518Normal,L05-6,Non,81.1,2,6.99,5.99,2,37547,37563,ARGentina,Rosario,AR,,
98090513Devolución,C11-7,Cyber Monday,52.176,2,6.89,3.89,3,37548,37559,PERú,Lima,PE,,
98090515Normal,C14-4,Non,79.22,2,5.73,5.73,1,37548,37566,PERú,Lima,PE,,
98090512Normal,CB01-6,Cyber Monday,532.872,3,8.99,3.99,3,37548,37568,PARaguay,Asunción,PA,,
98090511Normal,L02-6,Cyber Monday,32.160000000000004,1,6,7,2,37548,37561,PERú,Lima,PE,,
98090514Devolución,L07-3,Cyber Monday,90.936,3,5.45,4.45,2,37548,37565,PERú,Lima,PE,,
98090509Normal,CB01-5,Special Day,432.95849999999996,3,8.68,6.68,1,37549,37568,ECUador,Quito,EC,,
98090510Normal,CC01-4,Cyber Monday,84.048,2,7.84,4.84,3,37549,37561,ECUador,Quito,EC,,
98090508Normal,L06-3,Cyber Monday,102.12,3,5.12,6.12,2,37549,37557,BRAsil,Rio,BR,,
98090507Normal,CC01-4,Cyber Monday,42.024,1,8.55,6.55,3,37550,37567,BRAsil,Rio,BR,,
98090506Normal,CC02-3,Day Off Full,45.424,2,8.89,5.89,3,37550,37569,PERú,Lima,PE,,
98090503Devolución,CB01-6,Non,222.02999999999997,1,7.14,5.14,3,37551,37558,ARGentina,Rosario,AR,,
98090504Normal,CB01-4,Non,222.02999999999997,1,8.99,4.99,3,37551,37564,VENezuela,Caracas,VE,,
98090505Normal,CC02-2,Day Off Full,68.136,3,9.22,5.22,1,37551,37570,URUguay,Montevideo,UR,,
98090502Devolución,L02-7,Special Day,78.390000000000015,3,5.89,3.89,1,37551,37566,PERú,Lima,PE,,
98090499Normal,B04-1,Cyber Monday,56.704,1,6.55,3.55,2,37552,37570,PARaguay,Asunción,PA,,
98090500Devolución,CB01-5,Non,666.08999999999992,3,5.61,5.61,2,37552,37570,BRAsil,Rio,BR,,
98090497Normal,CC02-3,Non,53.44,2,5.12,4.12,3,37552,37568,PARaguay,Asunción,PA,,
98090498Normal,L02-6,Cyber Monday,64.320000000000007,2,9.1,3.1,1,37552,37572,CHIle,Viña del Mar,CH,,
98090501Devolución,L03-7,Non,89.97,3,7.75,6.75,2,37552,37566,BRAsil,Rio,BR,,
98090495Normal,B06-5,Non,100.72,2,8.61,6.61,3,37553,37570,ECUador,Quito,EC,,
98090496Normal,CC01-2,Non,105.06,2,7.75,5.75,1,37553,37568,URUguay,Montevideo,UR,,
98090494Normal,L02-4,Non,80.4,2,9.22,4.22,1,37553,37572,VENezuela,Caracas,VE,,
98090493Normal,CC02-6,Non,53.44,2,5.61,4.61,1,37554,37571,PARaguay,Asunción,PA,,
98090490Normal,C12-2,Day Off Full,25.364,1,7.45,5.45,2,37555,37566,URUguay,Montevideo,UR,,
98090488Normal,C13-5,Cyber Monday,32.360000000000007,1,7.86,4.86,3,37555,37565,CHIle,Viña del Mar,CH,,
98090487Devolución,CC01-1,Day Off Full,133.9515,3,7.68,4.68,1,37555,37564,VENezuela,Caracas,VE,,
98090489Devolución,CC01-2,Cyber Monday,42.024,1,6.1,3.1,1,37555,37566,República DOminiCana,Santo Domingo,RD,,
98090491Normal,CC01-7,Cyber Monday,126.072,3,6.33,3.33,3,37555,37570,República DOminiCana,Santo Domingo,RD,,
98090486Normal,CC02-3,Non,80.16,3,9.33,6.33,2,37555,37568,PARaguay,Asunción,PA,,
98090492Devolución,CC02-4,Special Day,52.104,3,8.65,5.65,1,37555,37569,CHIle,Viña del Mar,CH,,
98090485Normal,B04-2,Special Day,46.071999999999996,1,9.36,5.36,3,37556,37573,VENezuela,Caracas,VE,,
98090483Normal,B05-2,Cyber Monday,40.52,1,7,3,2,37556,37571,PERú,Lima,PE,,
98090481Normal,CB01-7,Non,222.02999999999997,1,9.25,5.25,3,37556,37569,ARGentina,Rosario,AR,,
98090484Normal,CB01-3,Cyber Monday,355.248,2,5.99,4.99,2,37556,37564,República DOminiCana,Santo Domingo,RD,,
98090482Devolución,CC02-7,Non,80.16,3,6.45,4.45,1,37556,37573,BRAsil,Rio,BR,,
98090480Normal,L02-6,Non,40.2,1,5.88,4.88,2,37557,37569,CHIle,Viña del Mar,CH,,
98090477Normal,CB01-2,Cyber Monday,532.872,3,7,7,1,37558,37567,VENezuela,Caracas,VE,,
98090479Normal,CC01-1,Non,105.06,2,9.61,4.61,3,37558,37575,VENezuela,Caracas,VE,,
98090478Normal,L06-2,Special Day,55.315,2,5.2,3.2,3,37558,37565,República DOminiCana,Santo Domingo,RD,,
98090474Devolución,L01-1,Cyber Monday,49.2,2,8.45,5.45,3,37559,37577,PARaguay,Asunción,PA,,
98090475Normal,L01-2,Cyber Monday,73.8,3,7.61,6.61,3,37559,37571,República DOminiCana,Santo Domingo,RD,,
98090476Normal,L04-1,Cyber Monday,72.240000000000009,3,8.73,3.73,2,37559,37579,BRAsil,Rio,BR,,
98090472Devolución,B04-5,Non,141.76,2,8.58,6.58,2,37560,37579,VENezuela,Caracas,VE,,
98090471Normal,CC01-3,Special Day,34.1445,1,8.36,5.36,3,37560,37580,VENezuela,Caracas,VE,,
98090473Normal,L06-2,Non,42.55,1,10,3,1,37560,37572,URUguay,Montevideo,UR,,
98090470Normal,B06-6,Non,151.07999999999998,3,6.25,5.25,1,37561,37575,PERú,Lima,PE,,
98090468Normal,CB01-5,Non,222.02999999999997,1,9.9,5.9,3,37562,37577,URUguay,Montevideo,UR,,
98090469Normal,L01-7,Day Off Full,52.275,2,5.55,6.55,1,37562,37582,PERú,Lima,PE,,
98090466Normal,C13-2,Cyber Monday,64.720000000000013,2,7.99,5.99,2,37563,37574,ECUador,Quito,EC,,
98090464Normal,CB01-1,Cyber Monday,177.624,1,6.22,4.22,3,37563,37580,CHIle,Viña del Mar,CH,,
98090461Devolución,CC01-4,Cyber Monday,84.048,2,6.12,5.12,1,37563,37577,ECUador,Quito,EC,,
98090463Normal,CC02-1,Balck Fraday,20.04,1,9,5,2,37563,37582,República DOminiCana,Santo Domingo,RD,,
98090460Devolución,L01-2,Day Off Full,52.275,2,6.45,6.45,2,37563,37575,VENezuela,Caracas,VE,,
98090467Normal,L01-2,Day Off Full,26.1375,1,6.86,5.86,1,37563,37581,PERú,Lima,PE,,
98090462Normal,L02-5,Non,40.2,1,8.45,3.45,1,37563,37572,PARaguay,Asunción,PA,,
98090465Normal,L06-4,Day Off Full,108.50249999999998,3,8.86,4.86,2,37563,37575,URUguay,Montevideo,UR,,
98090456Devolución,CB01-5,Cyber Monday,355.248,2,7.1,3.1,2,37564,37581,República DOminiCana,Santo Domingo,RD,,
98090459Devolución,CB01-6,Non,222.02999999999997,1,8.99,6.99,2,37564,37579,BRAsil,Rio,BR,,
98090457Normal,CC02-7,Non,80.16,3,9.65,5.65,3,37564,37575,VENezuela,Caracas,VE,,
98090455Normal,L01-3,Non,30.75,1,9,6,2,37564,37584,República DOminiCana,Santo Domingo,RD,,
98090458Normal,L03-4,Balck Fraday,44.985,2,5.99,4.99,2,37564,37572,BRAsil,Rio,BR,,
98090450Normal,CB01-7,Cyber Monday,532.872,3,6.2,4.2,3,37565,37572,VENezuela,Caracas,VE,,
98090452Normal,CB01-6,Non,666.08999999999992,3,7.65,6.65,1,37565,37579,CHIle,Viña del Mar,CH,,
98090454Normal,CB01-3,Non,222.02999999999997,1,7.12,6.12,1,37565,37582,BRAsil,Rio,BR,,
98090451Devolución,CC01-7,Cyber Monday,84.048,2,5.58,5.58,2,37565,37584,ARGentina,Rosario,AR,,
98090453Normal,L02-7,Non,80.4,2,5.25,5.25,2,37565,37573,VENezuela,Caracas,VE,,
98090449Normal,L05-1,Balck Fraday,91.2375,3,9.68,5.68,3,37566,37573,BRAsil,Rio,BR,,
98090447Normal,CB01-4,Non,444.05999999999995,2,8.99,6.99,1,37567,37586,ARGentina,Rosario,AR,,
98090448Devolución,CC02-2,Non,80.16,3,9.86,4.86,1,37567,37580,ARGentina,Rosario,AR,,
98090446Normal,L01-7,Non,30.75,1,5.61,5.61,3,37567,37584,República DOminiCana,Santo Domingo,RD,,
98090445Normal,CC02-2,Non,80.16,3,7.1,5.1,3,37568,37579,ECUador,Quito,EC,,
98090442Normal,CB01-4,Cyber Monday,355.248,2,8.45,4.45,3,37569,37582,URUguay,Montevideo,UR,,
98090443Devolución,CB01-3,Cyber Monday,177.624,1,7.33,5.33,1,37569,37583,VENezuela,Caracas,VE,,
98090444Devolución,CC02-2,Day Off Full,68.136,3,6.55,6.55,2,37569,37585,BRAsil,Rio,BR,,
98090439Normal,CB01-1,Non,222.02999999999997,1,7.14,4.14,3,37570,37579,PARaguay,Asunción,PA,,
98090440Normal,L04-7,Non,90.300000000000011,3,8.45,3.45,1,37570,37590,República DOminiCana,Santo Domingo,RD,,
98090441Normal,L07-7,Non,75.78,2,8.9,3.9,1,37570,37589,ECUador,Quito,EC,,
98090438Normal,CC01-1,Cyber Monday,126.072,3,5.58,4.58,1,37571,37578,BRAsil,Rio,BR,,
98090436Normal,CB01-7,Non,222.02999999999997,1,9.2,6.2,3,37572,37582,República DOminiCana,Santo Domingo,RD,,
98090435Normal,CC02-5,Non,80.16,3,5.65,3.65,3,37572,37580,CHIle,Viña del Mar,CH,,
98090437Normal,L06-7,Non,42.55,1,5.99,4.99,3,37572,37583,BRAsil,Rio,BR,,
98090431Devolución,B05-6,Balck Fraday,113.96249999999999,3,9.73,4.73,2,37573,37589,PERú,Lima,PE,,
98090432Normal,CB01-3,Non,222.02999999999997,1,9.99,4.99,3,37573,37591,ARGentina,Rosario,AR,,
98090430Normal,CC01-1,Non,52.53,1,6.99,6.99,2,37573,37588,VENezuela,Caracas,VE,,
98090433Normal,CC01-4,Cyber Monday,126.072,3,8,7,1,37573,37583,URUguay,Montevideo,UR,,
98090434Devolución,L07-3,Non,75.78,2,7.33,3.33,3,37573,37586,PERú,Lima,PE,,
98090429Normal,CB01-6,Cyber Monday,177.624,1,8,7,2,37574,37581,CHIle,Viña del Mar,CH,,
98090427Normal,CC01-1,Non,52.53,1,7.99,4.99,3,37574,37593,PARaguay,Asunción,PA,,
98090428Normal,L07-5,Day Off Full,32.2065,1,6,6,3,37574,37589,PERú,Lima,PE,,
98090425Normal,L01-4,Non,92.25,3,9.75,3.75,1,37575,37588,PERú,Lima,PE,,
98090426Normal,L07-3,Non,75.78,2,5.36,6.36,2,37575,37586,BRAsil,Rio,BR,,
98090424Normal,B04-4,Day Off Full,60.248,1,9.61,3.61,3,37576,37584,PERú,Lima,PE,,
98090421Normal,CB01-6,Special Day,144.31949999999998,1,7.65,3.65,1,37576,37589,VENezuela,Caracas,VE,,
98090420Normal,CC02-3,Cyber Monday,42.752,2,7.84,5.84,2,37576,37589,URUguay,Montevideo,UR,,
98090423Normal,L04-3,Non,30.1,1,6.73,5.73,1,37576,37594,URUguay,Montevideo,UR,,
98090422Normal,L05-5,Cyber Monday,64.88,2,5.89,5.89,3,37576,37585,BRAsil,Rio,BR,,
98090417Normal,CB01-7,Cyber Monday,532.872,3,5.2,3.2,1,37577,37585,URUguay,Montevideo,UR,,
98090418Normal,CB01-6,Balck Fraday,333.04499999999996,2,5.58,6.58,2,37577,37589,CHIle,Viña del Mar,CH,,
98090419Normal,CC02-3,Non,26.72,1,6.1,4.1,2,37577,37585,República DOminiCana,Santo Domingo,RD,,
98090414Normal,L01-6,Balck Fraday,69.1875,3,8.58,4.58,3,37577,37590,República DOminiCana,Santo Domingo,RD,,
98090416Normal,L01-3,Non,92.25,3,9,6,1,37577,37594,PERú,Lima,PE,,
98090415Normal,L05-6,Non,40.55,1,7.73,6.73,2,37577,37595,VENezuela,Caracas,VE,,
98090413Normal,CB01-7,Non,666.08999999999992,3,6.99,5.99,3,37578,37585,BRAsil,Rio,BR,,
98090410Devolución,CB01-2,Non,222.02999999999997,1,7.89,5.89,3,37579,37597,BRAsil,Rio,BR,,
98090411Devolución,CC01-5,Non,157.59,3,7.73,6.73,2,37579,37598,CHIle,Viña del Mar,CH,,
98090412Normal,CC01-6,Balck Fraday,78.795,2,9.73,5.73,1,37579,37593,BRAsil,Rio,BR,,
98090409Normal,L03-2,Special Day,58.4805,3,7.2,3.2,2,37579,37587,ARGentina,Rosario,AR,,
98090408Normal,L01-3,Day Off Full,52.275,2,5.99,6.99,2,37580,37588,ECUador,Quito,EC,,
98090407Normal,L02-6,Cyber Monday,32.160000000000004,1,5.22,4.22,3,37580,37592,PERú,Lima,PE,,
98090406Normal,L05-4,Cyber Monday,32.44,1,7.12,5.12,2,37580,37598,PARaguay,Asunción,PA,,
98090404Normal,B01-2,Cyber Monday,40.096000000000004,1,9.58,3.58,2,37581,37598,VENezuela,Caracas,VE,,
98090405Normal,L05-7,Cyber Monday,97.32,3,9,5,1,37581,37594,República DOminiCana,Santo Domingo,RD,,
98090401Devolución,L01-5,Non,30.75,1,6.99,4.99,2,37582,37592,PERú,Lima,PE,,
98090402Normal,L01-3,Non,92.25,3,7.61,6.61,3,37582,37592,PARaguay,Asunción,PA,,
98090403Devolución,L03-5,Cyber Monday,23.992,1,6.73,3.73,2,37582,37601,ARGentina,Rosario,AR,,
98090400Normal,L05-1,Cyber Monday,32.44,1,6.58,4.58,1,37582,37590,ARGentina,Rosario,AR,,
98090399Normal,L07-7,Non,37.89,1,9.86,5.86,3,37582,37596,ECUador,Quito,EC,,
98090397Normal,CC01-2,Non,105.06,2,5.25,5.25,3,37583,37599,ARGentina,Rosario,AR,,
98090398Normal,CC01-2,Cyber Monday,84.048,2,5.84,4.84,3,37583,37593,BRAsil,Rio,BR,,
98090396Normal,B03-4,Non,70.45,1,6.61,3.61,3,37584,37603,URUguay,Montevideo,UR,,
98090395Normal,CC02-4,Cyber Monday,21.376,1,6.9,3.9,3,37584,37593,BRAsil,Rio,BR,,
98090392Normal,CB01-7,Cyber Monday,532.872,3,6.55,3.55,3,37585,37603,República DOminiCana,Santo Domingo,RD,,
98090394Normal,L03-4,Cyber Monday,71.976,3,5.68,4.68,3,37585,37593,República DOminiCana,Santo Domingo,RD,,
98090393Normal,L06-2,Day Off Full,108.50249999999998,3,5.61,4.61,1,37585,37598,PERú,Lima,PE,,
98090391Normal,CC02-7,Non,26.72,1,9.99,4.99,1,37586,37605,PERú,Lima,PE,,
98090390Normal,L07-5,Day Off Full,96.6195,3,5.88,6.88,1,37587,37607,CHIle,Viña del Mar,CH,,
98090387Devolución,CC01-1,Cyber Monday,126.072,3,5.61,3.61,3,37588,37602,ECUador,Quito,EC,,
98090389Normal,L05-4,Non,121.64999999999999,3,7.45,5.45,3,37588,37606,ECUador,Quito,EC,,
